,accountNumber,customerId,creditLimit,availableMoney,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,currentBalance,cardPresent,expirationDateKeyInMatch,accountOpenDate,transactionDateTime,currentExpDate,dateOfLastAddressChange
200899,456224233,456224233,10000.0,4495.12,17.98,sears.com,US,US,02,01,online_retail,953,953,4418,PURCHASE,0,5504.88,False,False,2009-11-18 00:00:00,2016-01-27 09:09:31,2030-09-01 00:00:00,2009-11-18 00:00:00
226577,347770835,347770835,15000.0,13432.46,26.86,KFC #632134,US,US,09,01,fastfood,549,549,4623,PURCHASE,0,1567.54,True,False,2015-09-09 00:00:00,2016-09-19 16:08:15,2030-01-01 00:00:00,2016-06-23 00:00:00
624783,356039230,356039230,7500.0,3708.07,118.65,walmart.com,CAN,CAN,05,01,online_retail,917,917,9558,PURCHASE,0,3791.93,False,False,2015-11-29 00:00:00,2016-07-27 18:24:40,2031-11-01 00:00:00,2016-07-18 00:00:00
376892,937106980,937106980,15000.0,3855.85,143.62,ebay.com,US,US,05,01,online_retail,312,312,92,PURCHASE,0,11144.15,False,False,2014-03-23 00:00:00,2016-10-19 09:57:53,2030-10-01 00:00:00,2016-10-12 00:00:00
326921,752299461,752299461,10000.0,7998.82,28.01,Icelandic Airlines,US,US,05,01,airline,261,261,7334,PURCHASE,0,2001.18,True,False,2015-05-14 00:00:00,2016-07-26 13:47:44,2029-07-01 00:00:00,2016-02-23 00:00:00
183522,719248301,719248301,7500.0,2566.82,162.13,Franks Deli,US,US,05,01,food,576,576,2330,PURCHASE,0,4933.18,True,False,2015-06-05 00:00:00,2016-05-06 18:23:30,2023-05-01 00:00:00,2016-04-09 00:00:00
213003,184979812,184979812,2500.0,1543.86,262.37,ebay.com,US,US,09,01,online_retail,899,899,3358,PURCHASE,0,956.14,False,False,2015-05-04 00:00:00,2016-03-07 17:47:58,2027-11-01 00:00:00,2015-05-04 00:00:00
354783,850824706,850824706,50000.0,44603.56,62.07,Pizza Hut #829289,US,US,09,08,fastfood,710,710,6535,PURCHASE,0,5396.44,True,False,2014-11-01 00:00:00,2016-07-29 23:24:13,2027-10-01 00:00:00,2014-11-01 00:00:00
473066,829857968,829857968,2500.0,1918.63,33.38,Hilton Hotels #692816,US,US,05,01,hotels,156,156,7652,PURCHASE,0,581.37,True,False,2015-04-13 00:00:00,2016-10-19 14:34:25,2024-05-01 00:00:00,2016-07-31 00:00:00
76984,954370398,954370398,1000.0,441.2,36.0,Shell Gas #451592,US,US,80,01,fuel,448,448,237,PURCHASE,0,558.8,True,False,2011-08-19 00:00:00,2016-05-31 13:10:48,2021-05-01 00:00:00,2011-08-19 00:00:00
417111,832350956,832350956,15000.0,8785.29,409.95,Subway #580533,US,US,02,08,fastfood,159,159,3147,PURCHASE,0,6214.71,True,False,2015-03-30 00:00:00,2016-10-09 00:25:12,2019-09-01 00:00:00,2016-06-11 00:00:00
336606,318856108,318856108,20000.0,1498.4,98.23,Tim Hortons #701110,US,US,90,01,fastfood,467,467,7528,PURCHASE,0,18501.6,True,False,2010-07-27 00:00:00,2016-11-23 14:02:49,2019-08-01 00:00:00,2016-06-06 00:00:00
598598,716210160,716210160,5000.0,4598.9,16.96,Universe Massage #320094,US,US,09,01,personal care,555,555,2466,PURCHASE,0,401.1,True,False,2013-08-13 00:00:00,2016-10-11 22:00:20,2019-07-01 00:00:00,2016-08-11 00:00:00
600001,258522817,258522817,20000.0,14916.62,96.51,Regal Cinemas #729464,US,US,02,01,entertainment,132,132,5091,PURCHASE,0,5083.38,False,False,2014-06-28 00:00:00,2016-07-26 11:14:18,2018-07-01 00:00:00,2016-04-27 00:00:00
418835,647066704,647066704,7500.0,7500.0,155.67,Fresh eCards,US,US,05,01,online_gifts,292,292,6080,PURCHASE,0,0.0,True,False,2014-02-21 00:00:00,2016-11-01 00:37:59,2026-06-01 00:00:00,2014-02-21 00:00:00
230933,722865578,722865578,20000.0,1520.16,39.59,Uber,US,US,90,01,rideshare,683,583,3065,REVERSAL,0,18479.84,False,False,2015-09-22 00:00:00,2016-07-09 18:24:38,2025-03-01 00:00:00,2016-06-05 00:00:00
158927,999116200,999116200,50000.0,48584.42,59.7,Shell Gas #661122,US,US,05,01,fuel,682,682,7632,PURCHASE,0,1415.58,True,False,2015-04-10 00:00:00,2016-09-20 21:04:07,2019-03-01 00:00:00,2016-02-05 00:00:00
116291,651887738,651887738,15000.0,15000.0,267.27,alibaba.com,US,US,05,01,online_retail,952,952,7851,PURCHASE,0,0.0,False,False,2014-04-16 00:00:00,2016-08-02 04:10:42,2021-02-01 00:00:00,2014-04-16 00:00:00
408881,930998627,930998627,7500.0,5593.09,204.03,Fresh Flowers,US,US,09,01,online_gifts,799,799,8642,PURCHASE,0,1906.91,False,False,2014-09-22 00:00:00,2016-05-30 01:02:26,2027-01-01 00:00:00,2014-09-22 00:00:00
27109,132245147,132245147,1000.0,356.41,11.75,staples.com,US,US,02,01,online_retail,105,105,894,REVERSAL,0,643.59,False,False,2013-05-14 00:00:00,2016-12-16 13:05:24,2023-06-01 00:00:00,2016-09-11 00:00:00
420164,289059209,289059209,7500.0,2998.76,82.94,Boston Cafe #105215,US,US,02,01,food,148,148,9716,PURCHASE,0,4501.24,True,False,2012-10-30 00:00:00,2016-04-14 16:33:40,2023-12-01 00:00:00,2016-03-31 00:00:00
427333,838085703,838085703,5000.0,941.9,30.9,AMC #706324,US,US,05,01,entertainment,625,625,4062,PURCHASE,0,4058.1,True,False,2015-09-24 00:00:00,2016-05-12 11:37:50,2022-09-01 00:00:00,2016-04-22 00:00:00
59507,235721673,235721673,5000.0,1003.81,12.07,AMC #706324,US,US,90,01,entertainment,634,634,5325,PURCHASE,0,3996.19,False,False,2013-06-15 00:00:00,2016-02-06 14:14:30,2021-06-01 00:00:00,2013-06-15 00:00:00
45806,186548638,186548638,7500.0,6295.8,298.45,AMC #552863,US,US,02,01,entertainment,864,864,3718,PURCHASE,0,1204.2,True,False,2015-02-15 00:00:00,2016-03-20 12:46:59,2027-01-01 00:00:00,2015-02-15 00:00:00
372839,973191329,973191329,15000.0,2009.16,581.26,EZ Putt Putt #503815,US,US,02,08,entertainment,941,941,125,PURCHASE,0,12990.84,True,False,2015-07-18 00:00:00,2016-05-28 20:43:09,2030-05-01 00:00:00,2016-05-13 00:00:00
291336,719873381,719873381,2500.0,572.89,305.19,Burger King #951050,US,US,02,01,fastfood,986,986,2242,PURCHASE,0,1927.11,True,False,2015-12-22 00:00:00,2016-05-13 01:07:02,2026-09-01 00:00:00,2016-05-08 00:00:00
321420,789448656,789448656,500.0,46.39,213.38,alibaba.com,US,US,05,08,online_retail,566,566,5134,PURCHASE,0,453.61,False,False,2014-09-24 00:00:00,2016-09-14 23:19:10,2028-06-01 00:00:00,2016-05-21 00:00:00
17546,417549733,417549733,2500.0,442.7,143.63,oldnavy.com,US,US,05,01,online_retail,475,475,0000,PURCHASE,0,2057.3,False,False,2015-02-16 00:00:00,2016-12-11 11:16:46,2019-06-01 00:00:00,2016-06-25 00:00:00
586698,901892951,901892951,2500.0,2371.24,337.27,alibaba.com,US,US,09,01,online_retail,843,843,9979,PURCHASE,0,128.76,False,False,2015-07-11 00:00:00,2016-06-12 21:40:52,2021-11-01 00:00:00,2015-07-11 00:00:00
237342,510104884,510104884,7500.0,814.84,76.24,walmart.com,US,US,02,01,online_retail,633,633,3559,PURCHASE,0,6685.16,False,False,2012-03-22 00:00:00,2016-10-19 22:05:19,2026-06-01 00:00:00,2016-07-29 00:00:00
344260,565116829,565116829,20000.0,5405.21,366.71,Planet Fitness #148502,US,US,02,01,health,824,824,5999,PURCHASE,0,14594.79,False,False,2015-03-13 00:00:00,2016-10-24 14:42:03,2026-03-01 00:00:00,2016-08-21 00:00:00
402108,635336451,635336451,7500.0,2153.93,176.98,sears.com,US,US,05,01,online_retail,814,814,3722,PURCHASE,0,5346.07,False,False,2014-11-04 00:00:00,2016-05-24 01:32:33,2021-08-01 00:00:00,2016-03-27 00:00:00
293839,949844609,949844609,50000.0,47511.8,24.81,cheapfast.com,US,US,09,01,online_retail,195,195,8598,PURCHASE,0,2488.2,False,False,2015-04-22 00:00:00,2016-01-17 02:51:22,2026-05-01 00:00:00,2015-04-22 00:00:00
230739,722865578,722865578,20000.0,17321.38,51.16,Lyft,US,US,09,01,rideshare,683,683,3065,PURCHASE,0,2678.62,False,False,2015-09-22 00:00:00,2016-01-24 07:56:21,2018-12-01 00:00:00,2015-09-22 00:00:00
91751,658700143,658700143,7500.0,5930.7,13.64,amazon.com,US,US,09,01,online_retail,506,506,2607,PURCHASE,0,1569.3,False,False,2013-09-26 00:00:00,2016-08-05 19:52:37,2030-12-01 00:00:00,2016-07-26 00:00:00
161494,526171485,526171485,1000.0,5.96,285.65,Walgreens #301148,US,US,05,08,health,454,454,4852,PURCHASE,0,994.04,True,False,2015-10-08 00:00:00,2016-09-15 03:41:48,2029-12-01 00:00:00,2016-07-14 00:00:00
1098,784469543,784469543,2500.0,1764.98,38.0,Rodeway Inn #166115,US,US,02,01,hotels,479,479,8915,PURCHASE,0,735.02,True,False,2008-08-21 00:00:00,2016-01-08 15:01:17,2025-02-01 00:00:00,2008-08-21 00:00:00
549624,734565888,734565888,500.0,-13.07,35.07,Subway #62915,US,US,09,01,fastfood,167,167,6209,PURCHASE,0,513.07,True,False,2015-02-25 00:00:00,2016-07-04 12:41:25,2019-10-01 00:00:00,2016-05-12 00:00:00
188169,266796367,266796367,20000.0,17610.95,122.96,Lyft,US,US,09,01,rideshare,674,674,8947,PURCHASE,0,2389.05,False,False,2014-03-11 00:00:00,2016-01-07 21:04:00,2028-07-01 00:00:00,2014-03-11 00:00:00
625593,609987168,609987168,50000.0,42754.73,0.0,Dallas Journal,US,US,05,01,subscriptions,423,423,1434,ADDRESS_VERIFICATION,0,7245.27,False,False,2015-06-13 00:00:00,2016-08-08 11:50:43,2019-12-01 00:00:00,2016-07-04 00:00:00
160051,947027654,947027654,15000.0,14753.12,39.69,walmart.com,US,US,02,01,online_retail,852,852,5481,REVERSAL,0,246.88,False,False,2014-03-06 00:00:00,2016-12-07 16:05:43,2019-12-01 00:00:00,2016-04-18 00:00:00
505461,537986365,537986365,10000.0,5479.2,248.73,Uber,US,US,05,01,rideshare,511,511,2847,PURCHASE,0,4520.8,False,False,2014-06-23 00:00:00,2016-01-09 05:57:45,2024-04-01 00:00:00,2014-06-23 00:00:00
11054,331350937,331350937,1000.0,816.83,578.32,oldnavy.com,US,US,09,08,online_retail,900,900,8092,PURCHASE,0,183.17,False,False,2013-08-19 00:00:00,2016-01-10 02:53:02,2022-10-01 00:00:00,2013-08-19 00:00:00
570213,311710839,311710839,7500.0,952.57,110.03,Rodeway Inn #152667,US,US,90,01,hotels,166,166,1517,PURCHASE,0,6547.43,True,False,2014-06-06 00:00:00,2016-06-13 11:16:29,2030-11-01 00:00:00,2016-01-29 00:00:00
160371,143308254,143308254,15000.0,4264.22,19.24,staples.com,US,US,09,01,online_retail,180,180,7914,PURCHASE,0,10735.78,False,False,2010-09-11 00:00:00,2016-09-02 22:49:28,2028-11-01 00:00:00,2010-09-11 00:00:00
546801,327096426,327096426,7500.0,7363.66,39.72,Mobil Gas #17188,US,US,09,01,fuel,426,426,1474,PURCHASE,0,136.34,True,False,2014-10-10 00:00:00,2016-12-29 02:12:57,2021-11-01 00:00:00,2014-10-10 00:00:00
378175,566166406,566166406,15000.0,14461.18,167.41,Rock Weights #62307,US,US,05,01,health,939,939,2524,PURCHASE,0,538.82,True,False,2015-11-16 00:00:00,2016-03-07 16:25:56,2031-08-01 00:00:00,2015-11-16 00:00:00
125501,596129590,596129590,1000.0,921.34,251.45,Oklahoma City Post,US,US,02,01,subscriptions,612,612,4403,PURCHASE,0,78.66,False,False,2012-06-22 00:00:00,2016-08-14 16:25:20,2022-02-01 00:00:00,2012-06-22 00:00:00
621020,239875038,239875038,7500.0,7398.84,109.79,Mobile eCards,US,US,02,08,online_gifts,324,324,1437,PURCHASE,0,101.16,False,False,2015-03-12 00:00:00,2016-06-10 10:28:13,2027-12-01 00:00:00,2016-05-18 00:00:00
414223,812328116,812328116,5000.0,1809.03,17.95,alibaba.com,US,US,80,01,online_retail,312,312,5335,PURCHASE,0,3190.97,False,False,2011-05-20 00:00:00,2016-10-28 22:23:14,2020-11-01 00:00:00,2016-07-20 00:00:00
316675,652968155,652968155,7500.0,1849.55,0.0,Blue Mountain eCards,US,US,05,01,online_gifts,772,772,9084,ADDRESS_VERIFICATION,0,5650.45,False,False,2015-11-10 00:00:00,2016-10-12 10:36:24,2026-01-01 00:00:00,2015-11-10 00:00:00
294608,980301718,980301718,5000.0,1303.17,457.31,Universe Massage #859227,US,US,05,01,personal care,608,608,5744,PURCHASE,0,3696.83,True,False,2015-11-05 00:00:00,2016-03-26 16:19:46,2030-05-01 00:00:00,2015-11-05 00:00:00
260010,406680076,406680076,10000.0,8370.96,47.13,LES Pizza,US,US,05,01,food,111,111,6849,PURCHASE,0,1629.04,True,False,2015-09-29 00:00:00,2016-01-14 07:16:12,2023-01-01 00:00:00,2015-09-29 00:00:00
602541,513018838,513018838,5000.0,491.15,385.5,oldnavy.com,US,US,02,01,online_retail,104,104,770,PURCHASE,0,4508.85,False,False,2015-08-11 00:00:00,2016-09-03 14:08:28,2030-12-01 00:00:00,2015-08-11 00:00:00
232138,251837688,251837688,10000.0,7856.29,101.38,Franks Sandwitch Bar,US,US,02,01,food,738,738,3562,PURCHASE,0,2143.71,True,False,2015-07-27 00:00:00,2016-03-20 16:31:16,2020-12-01 00:00:00,2015-07-27 00:00:00
522267,681830908,681830908,15000.0,11172.13,89.99,Fresh Flowers,US,US,02,01,online_gifts,691,691,9707,PURCHASE,0,3827.87,False,False,2007-03-14 00:00:00,2016-09-14 01:38:21,2023-05-01 00:00:00,2016-03-20 00:00:00
575881,374090667,374090667,1000.0,270.47,110.99,Quizno's #13537,US,US,02,01,fastfood,341,341,6801,PURCHASE,0,729.53,True,False,2015-07-03 00:00:00,2016-08-04 16:44:58,2028-03-01 00:00:00,2015-07-03 00:00:00
96834,742409510,742409510,50000.0,49190.29,697.11,Best Fries,US,US,02,08,food,451,451,3363,PURCHASE,0,809.71,True,False,2014-11-19 00:00:00,2016-02-17 07:00:51,2029-04-01 00:00:00,2014-11-19 00:00:00
284474,487094418,487094418,7500.0,5780.38,21.43,Dinosaur Sandwitch Bar #08794,US,US,02,99,food,696,696,4979,PURCHASE,0,1719.62,True,False,2014-10-30 00:00:00,2016-02-02 12:57:06,2022-02-01 00:00:00,2014-10-30 00:00:00
103216,227628318,227628318,10000.0,8964.12,61.97,Sunoco Gas #292668,US,US,09,08,fuel,153,153,1013,PURCHASE,0,1035.88,True,False,2015-12-06 00:00:00,2016-11-12 09:50:59,2022-09-01 00:00:00,2016-02-27 00:00:00
324872,534398540,534398540,5000.0,3207.14,11.98,walmart.com,US,US,09,01,online_retail,271,271,5028,REVERSAL,0,1792.86,False,False,2014-10-26 00:00:00,2016-02-03 21:40:17,2024-11-01 00:00:00,2014-10-26 00:00:00
282232,719663173,719663173,5000.0,3760.13,15.35,abc.com,US,US,09,01,online_subscriptions,420,420,4324,PURCHASE,0,1239.87,False,False,2015-02-22 00:00:00,2016-07-20 18:08:16,2022-07-01 00:00:00,2015-02-22 00:00:00
9700,543046230,543046230,15000.0,14024.45,233.6,ebay.com,US,US,09,01,online_retail,305,305,4428,PURCHASE,0,975.55,False,False,2015-09-21 00:00:00,2016-09-28 04:12:29,2029-05-01 00:00:00,2015-09-21 00:00:00
541128,200778999,200778999,5000.0,4488.63,453.02,Wendys #373913,US,US,02,08,fastfood,759,759,6983,PURCHASE,0,511.37,True,False,2010-06-09 00:00:00,2016-02-28 06:17:54,2023-01-01 00:00:00,2016-02-04 00:00:00
425801,838085703,838085703,5000.0,678.91,249.02,AMC #692956,US,US,05,01,entertainment,625,625,4062,PURCHASE,0,4321.09,True,False,2015-09-24 00:00:00,2016-01-25 01:40:57,2030-10-01 00:00:00,2015-09-24 00:00:00
410736,812328116,812328116,5000.0,273.73,129.09,walmart.com,US,US,02,01,online_retail,312,312,5335,PURCHASE,0,4726.27,False,False,2011-05-20 00:00:00,2016-03-12 16:37:44,2019-09-01 00:00:00,2016-01-16 00:00:00
127505,897042606,897042606,50000.0,49824.77,113.91,AMC #706324,US,US,02,01,entertainment,247,247,4877,PURCHASE,0,175.23,True,False,2014-09-01 00:00:00,2016-07-31 15:08:30,2031-06-01 00:00:00,2014-09-01 00:00:00
635548,654395722,654395722,5000.0,602.98,138.52,Franks Pub #829873,US,US,09,01,food,182,182,8166,PURCHASE,0,4397.02,True,False,2015-02-04 00:00:00,2016-10-05 10:31:21,2020-09-01 00:00:00,2015-02-04 00:00:00
328470,804664691,804664691,5000.0,4685.64,197.32,Lyft,US,US,05,08,rideshare,358,358,2867,REVERSAL,0,314.36,False,False,2015-12-16 00:00:00,2016-04-17 10:32:52,2020-09-01 00:00:00,2015-12-16 00:00:00
191726,795894453,795894453,15000.0,14020.08,214.04,Regal Cinemas #05791,US,US,09,01,entertainment,835,835,9443,PURCHASE,0,979.92,True,False,2015-04-05 00:00:00,2016-06-21 19:10:21,2021-06-01 00:00:00,2015-04-05 00:00:00
632682,174260058,174260058,15000.0,14662.0,46.44,Mobil Gas #93827,US,US,05,08,fuel,962,962,6020,PURCHASE,0,338.0,True,False,2014-01-07 00:00:00,2016-09-29 02:03:04,2025-03-01 00:00:00,2014-01-07 00:00:00
163681,966291104,966291104,20000.0,13239.98,93.49,Oklahoma City Times,US,US,05,01,subscriptions,688,688,8796,PURCHASE,0,6760.02,False,False,2012-03-24 00:00:00,2016-07-16 22:08:18,2026-02-01 00:00:00,2012-03-24 00:00:00
45104,987620659,987620659,50000.0,49449.12,16.09,apple.com,US,US,05,01,online_retail,264,264,5662,PURCHASE,0,550.88,False,False,2009-09-07 00:00:00,2016-06-12 22:45:49,2024-04-01 00:00:00,2009-09-07 00:00:00
561289,872763800,872763800,20000.0,2945.29,322.03,Auntie Anne's #740458,US,US,09,08,fastfood,566,566,463,PURCHASE,0,17054.71,True,False,2015-04-11 00:00:00,2016-05-23 09:31:31,2019-01-01 00:00:00,2015-04-11 00:00:00
612729,706808978,706808978,20000.0,13664.94,86.5,Dinosaur Sandwitch Bar #249717,US,US,02,08,food,144,144,1730,PURCHASE,0,6335.06,True,True,2014-11-27 00:00:00,2016-10-15 21:06:00,2022-04-01 00:00:00,2014-11-27 00:00:00
602734,280762542,280762542,7500.0,6554.41,16.4,netflix.com,US,US,05,01,online_subscriptions,932,932,6862,PURCHASE,0,945.59,False,False,2012-11-16 00:00:00,2016-06-24 21:16:12,2030-08-01 00:00:00,2012-11-16 00:00:00
13346,824423647,824423647,2500.0,1058.69,0.0,sears.com,US,US,02,01,online_retail,226,226,6606,ADDRESS_VERIFICATION,0,1441.31,False,False,2014-08-22 00:00:00,2016-06-11 07:24:11,2024-04-01 00:00:00,2016-03-06 00:00:00
374334,211909403,211909403,7500.0,6908.76,142.74,Domino's Pizza #507648,US,US,02,01,fastfood,830,830,5105,PURCHASE,0,591.24,True,False,2015-12-29 00:00:00,2016-02-25 16:17:33,2023-06-01 00:00:00,2015-12-29 00:00:00
452272,890796581,890796581,15000.0,4062.48,24.51,AMC #692956,US,US,09,01,entertainment,772,772,4962,PURCHASE,0,10937.52,True,False,2015-12-31 00:00:00,2016-07-24 03:46:55,2029-02-01 00:00:00,2015-12-31 00:00:00
597277,265582967,265582967,7500.0,1524.26,313.78,American Airlines,US,US,09,01,airline,310,310,9294,PURCHASE,0,5975.74,False,False,2014-10-01 00:00:00,2016-11-15 07:49:39,2022-06-01 00:00:00,2016-09-23 00:00:00
158513,692265746,692265746,7500.0,914.0,19.28,Spotify,US,US,09,08,online_subscriptions,692,692,9120,PURCHASE,0,6586.0,False,False,2015-04-19 00:00:00,2016-12-28 03:50:37,2031-09-01 00:00:00,2015-04-19 00:00:00
411516,812328116,812328116,5000.0,1023.9,207.29,walmart.com,US,US,05,01,online_retail,312,312,5335,PURCHASE,0,3976.1,False,False,2011-05-20 00:00:00,2016-05-03 22:59:16,2029-11-01 00:00:00,2016-04-01 00:00:00
64998,335334122,335334122,15000.0,7281.11,60.23,ebay.com,US,US,09,01,online_retail,465,465,5968,PURCHASE,0,7718.89,False,False,2015-10-30 00:00:00,2016-06-25 11:46:04,2030-02-01 00:00:00,2015-10-30 00:00:00
599753,258522817,258522817,20000.0,19701.24,496.99,Regal Cinemas #05791,US,US,05,01,entertainment,132,132,5091,PURCHASE,0,298.76,True,False,2014-06-28 00:00:00,2016-03-02 17:12:26,2029-03-01 00:00:00,2014-06-28 00:00:00
467165,328864015,328864015,20000.0,19357.83,201.39,Washington News,US,US,09,01,subscriptions,801,801,9758,PURCHASE,0,642.17,False,False,2015-11-12 00:00:00,2016-01-19 07:14:13,2024-04-01 00:00:00,2015-11-12 00:00:00
223966,990764813,990764813,20000.0,11755.48,0.0,apple.com,US,US,05,01,online_retail,910,910,4008,ADDRESS_VERIFICATION,0,8244.52,False,False,2015-01-10 00:00:00,2016-02-19 14:20:12,2030-11-01 00:00:00,2016-02-09 00:00:00
107686,353215513,353215513,7500.0,7404.37,195.03,EZ Putt Putt #503815,US,US,09,01,entertainment,986,986,2705,PURCHASE,0,95.63,True,False,2013-07-04 00:00:00,2016-01-01 20:15:59,2020-09-01 00:00:00,2013-07-04 00:00:00
300554,710868793,710868793,5000.0,2295.43,105.56,Blue Mountain eCards,CAN,CAN,09,01,online_gifts,373,373,158,PURCHASE,0,2704.57,False,False,2008-09-23 00:00:00,2016-11-29 18:48:11,2030-10-01 00:00:00,2008-09-23 00:00:00
171556,303455027,303455027,7500.0,3346.28,165.12,Auntie Anne's #39331,US,US,02,01,fastfood,470,470,9304,PURCHASE,0,4153.72,True,False,2015-08-19 00:00:00,2016-03-04 13:56:14,2024-08-01 00:00:00,2015-08-19 00:00:00
195844,798645501,798645501,5000.0,544.77,18.88,Universe Massage #84171,US,US,05,01,personal care,780,780,4279,PURCHASE,0,4455.23,True,False,2015-08-11 00:00:00,2016-02-18 14:47:07,2020-08-01 00:00:00,2016-01-04 00:00:00
549958,211627647,211627647,500.0,500.0,84.15,Boston Cafe #105215,US,US,05,01,food,654,654,7692,PURCHASE,0,0.0,True,False,2013-01-04 00:00:00,2016-10-03 19:26:48,2025-08-01 00:00:00,2013-01-04 00:00:00
420569,289059209,289059209,7500.0,2003.9,491.54,1st Deli,US,US,05,01,food,148,148,9716,REVERSAL,0,5496.1,True,False,2012-10-30 00:00:00,2016-06-18 00:41:30,2028-05-01 00:00:00,2016-05-04 00:00:00
302967,570476780,570476780,500.0,500.0,0.0,Hardee's #941387,US,US,09,08,fastfood,993,993,2219,ADDRESS_VERIFICATION,0,0.0,False,False,2013-11-12 00:00:00,2016-08-03 07:06:05,2024-12-01 00:00:00,2016-01-16 00:00:00
566013,144991614,144991614,15000.0,12892.11,19.77,Uber,US,US,09,08,rideshare,988,988,244,PURCHASE,0,2107.89,False,False,2015-06-08 00:00:00,2016-12-10 22:03:14,2027-01-01 00:00:00,2016-10-27 00:00:00
103014,741554990,741554990,7500.0,6260.22,45.85,KFC #928167,US,US,02,01,fastfood,915,915,2013,PURCHASE,0,1239.78,True,False,2012-03-04 00:00:00,2016-11-17 06:11:55,2021-07-01 00:00:00,2016-08-06 00:00:00
389288,379497421,379497421,5000.0,3429.72,155.18,apple.com,US,US,80,08,online_retail,215,215,8620,PURCHASE,0,1570.28,False,False,2012-01-12 00:00:00,2016-01-31 22:07:21,2031-08-01 00:00:00,2012-01-12 00:00:00
391062,378029122,378029122,15000.0,5084.67,157.72,West End Beauty #26875,US,US,05,01,personal care,447,447,1062,PURCHASE,1,9915.33,True,False,2014-08-13 00:00:00,2016-10-08 15:35:35,2028-08-01 00:00:00,2016-05-05 00:00:00
24661,772212779,772212779,250.0,250.0,424.18,Ray's Fries #61396,US,US,05,08,food,773,773,9056,PURCHASE,0,0.0,True,False,2015-12-26 00:00:00,2016-09-13 14:44:52,2030-10-01 00:00:00,2016-08-23 00:00:00
393251,242151701,242151701,10000.0,9477.18,522.55,oldnavy.com,US,US,02,01,online_retail,489,489,4210,PURCHASE,1,522.82,False,False,2015-04-07 00:00:00,2016-12-17 11:10:25,2028-05-01 00:00:00,2016-02-11 00:00:00
458128,806338307,806338307,2500.0,2006.15,72.44,Krispy Kreme #01770,US,US,09,01,fastfood,993,993,1225,PURCHASE,0,493.85,True,False,2014-04-14 00:00:00,2016-12-18 20:04:32,2032-01-01 00:00:00,2016-06-20 00:00:00
382578,703733318,703733318,15000.0,2987.25,186.79,alibaba.com,US,US,02,01,online_retail,537,537,1947,PURCHASE,0,12012.75,False,False,2015-01-22 00:00:00,2016-05-24 08:49:34,2028-05-01 00:00:00,2016-04-01 00:00:00
429345,838085703,838085703,5000.0,3493.75,5.81,Play Store,US,US,09,01,mobileapps,625,625,4062,PURCHASE,0,1506.25,False,False,2015-09-24 00:00:00,2016-10-01 17:15:35,2019-06-01 00:00:00,2016-07-20 00:00:00
218310,174098042,174098042,1000.0,576.57,42.81,34th BBQ #192302,US,US,05,01,food,176,176,1627,PURCHASE,0,423.43,True,False,2012-04-13 00:00:00,2016-07-12 18:37:08,2030-06-01 00:00:00,2012-04-13 00:00:00
218672,161089322,161089322,500.0,142.42000000000002,21.71,ebay.com,US,US,02,01,online_retail,880,880,4406,PURCHASE,0,357.58,False,False,2014-11-02 00:00:00,2016-02-01 09:46:20,2031-03-01 00:00:00,2014-11-02 00:00:00
500061,782744512,782744512,2500.0,2101.82,5.6,oldnavy.com,US,US,09,01,online_retail,176,176,7408,PURCHASE,0,398.18,False,False,2015-11-17 00:00:00,2016-03-12 11:06:07,2030-12-01 00:00:00,2015-11-17 00:00:00
99934,357513357,357513357,15000.0,13083.54,0.0,EZ Putt Putt #982199,US,US,09,01,entertainment,302,302,1162,ADDRESS_VERIFICATION,0,1916.46,False,False,2009-08-04 00:00:00,2016-09-20 12:33:35,2024-10-01 00:00:00,2009-08-04 00:00:00
312811,383612009,383612009,20000.0,19497.55,47.73,Uber,US,US,05,01,rideshare,674,674,6031,PURCHASE,0,502.45,False,False,2014-10-23 00:00:00,2016-10-22 08:08:32,2024-01-01 00:00:00,2014-10-23 00:00:00
362001,917216469,917216469,15000.0,8039.03,496.14,Powerlifting #736091,US,US,09,08,health,251,251,4514,PURCHASE,0,6960.97,False,False,2014-09-18 00:00:00,2016-02-07 13:30:53,2022-12-01 00:00:00,2014-09-18 00:00:00
283803,817013714,817013714,15000.0,14094.21,21.69,hulu.com,US,US,09,01,online_subscriptions,317,317,4948,PURCHASE,0,905.79,False,False,2014-02-19 00:00:00,2016-05-06 20:34:07,2022-06-01 00:00:00,2014-02-19 00:00:00
3693,843407721,843407721,500.0,444.07,54.34,walmart.com,US,US,05,01,online_retail,580,580,7895,REVERSAL,0,55.93,False,False,2013-05-30 00:00:00,2016-05-04 01:32:35,2031-03-01 00:00:00,2013-05-30 00:00:00
260740,292670613,292670613,1000.0,244.91,243.53,target.com,US,US,09,01,online_retail,692,692,7562,PURCHASE,0,755.09,False,False,2014-06-19 00:00:00,2016-12-30 04:08:07,2025-11-01 00:00:00,2014-06-19 00:00:00
624065,356039230,356039230,7500.0,2055.89,11.09,Lyft,US,US,05,08,rideshare,917,917,9558,PURCHASE,0,5444.11,False,False,2015-11-29 00:00:00,2016-01-15 19:30:14,2026-02-01 00:00:00,2015-11-29 00:00:00
